Reviews,Labeler,Useful?,Comments,Original_type
"It's a great app I have been using it for a very long time and I miss the shuffle feature that you could have had in the folders.    
",Joanna,1,,mis
"This app sorely needs support for Split Screen multitasking on iPad.     
",Joanna,1,,mis
"You need to updated better. There are a lot of houses that are rented but still show, available.     
",Joanna,1,,mis
"Love that I can listen to bands that I like and then something completely new. Be introduced to other great bands, or reintroduced to bands I haven't heard from in a long time.    
",Joanna,0,,mis
"I like to check if my homework answers are correct this app really makes my day when i...    
",Joanna,0,,mis
"Love this app It does everything I need and then some.    
",Joanna,0,,mis
"I will not regret getting this app. Most useful.    
",Joanna,0,,mis
"Google maps application is awesome...    
",Joanna,0,,mis
"I sent suggestion for developers of this app and in next update they do it      
",Joanna,0,,mis
"This is lots of fun. I love to do this while watching tv. Gives me something productive to do instead of staring into a lit screen.    
",Joanna,0,,mis
"I'm digging it so far.    
",Joanna,0,,mis
"The Future is here Lol wanted this for the longest    
",Joanna,0,,mis
"I have had this app for years. Still no complaints    
",Joanna,0,,mis
"This app saved my iPhone from a virus Thank you    
",Joanna,0,,mis
"I love everything. I have permanent mild to moderate hearing loss. I can't use Bluetooth. My ears are too small. Thank you very much.    
",Joanna,0,,mis
"Hope this gets fixed soon    
",Joanna,0,,mis
"I have only had this for a little while, but I really like it. With just some basic changes it really makes my pictures pop. Looking forward to learning some of the many other features.    
",Joanna,0,,mis
"In my opinion, this app is far better the iTranslate. You gotta pay a subscription to basically use the app. I LOVE the translate photo feature. Thanks Google    
",Joanna,0,,mis
"Love this app overall. No ads and offline listening is great, but the app needs more basic features such as editing abulm art, tags, etc. If these are added, this app will be the 1 dropbox music app on iTunes.    
",Joanna,1,,mis
"After update you fuk the app thnk you     
",Joanna,0,,mis
"Pretty fun and good for road trips but why  10.99 for the whole thing  Finally thank you Nintendo for this device    
",Joanna,0,,mis
"Basic writing is impossible. Pursuing refund     
",Joanna,1,,mis
"I like it. I mostly wanted one to try out the heart rate monitor, and it really does a good job Just got it. so I'm anxious to see how it will work for the rest of the things it can do.    
",Joanna,0,,mis
"Not just a boring mind game. They do a great job keeping it interesting. Only wish premium wasn't a monthly subscription. Would totally pay a lump sum for it instead.     
",Joanna,0,,mis
"Been using this app for a number of years.  Always interesting.    
",Joanna,0,,mis
"I have lost 2 pounds    
",Joanna,0,,mis
"I love it I use it along with ifile organizer and Dropbox a bit of work around but hey I can add and play music on my iPhone 6 with out a computer    
",Joanna,0,,mis
"I use radar everyday on the water for work. Any number of reliable free weather radar apps are better then wasting your money on this garbage. Yea its a weather radar, yea it works, but do yourself a favor and save a couple bucks and stick with weather bug. I thought justifying the extra few dollars for the app would show me a great deal of difference... very disappointed.     
",Joanna,0,,mis
"I purchased this last year and used it a few time.  App was great. Found some unmarked underwater structure that wasn't showing on another product.  Since they have come out with a couple of updates.  Well I just opened the app for ice fishing only to see they took off virtually all the contour lines.  For 10 maybe this is what the app should have been, but this app now is NOT what I paid for.  I will not buy anything from navionics again because of what they did with the customers.  At the very least they should have left the app alone for all that had previously purchased it.     
",Joanna,1,,mis
"Niantic needs to sell this to a company that knows what they're doing     
",Joanna,0,,mis
"i love this app so much     
",Joanna,0,,mis
"Just a few hours of searching around on this app has completely blown me away. I am a senior in high school and strongly recommend this to any and all high school college students. I'm not going to talk about how great this app is because the other reviews get the point across, however something I wanted to add is how the app is integrated into iOS by utilizing Siri functionality.    
",Joanna,1,,mis
"Love it. Literally get tons of use out of it    
",Joanna,0,,mis
"One of the best apps I've ever gotten,constantly being updated will never delete.Love the soothing sound and looking at the cosmos.    
",Joanna,0,,mis
"Google Translate isn't very good at translating messages, especially into multiple languages The only reason I like this app is because I can take song lyrics, translate them into a bunch of different lyrics, put them back into English, and then sing the new lyrics. Why do you think the people who do this have gotten YouTube fame The new lyrics are hilarious and easy to laugh at    
",Joanna,0,,mis
"I've loved this app since the first time I saw it. It's great to be able to open this app and find answers to my questions and read about different  stars and planets. I use it to locate dates on what's happening with the real stars.    
",Joanna,0,,mis
"I asked Pandora to create a station for Traditional Christmas Guitar music. I'm enjoying the music even now and will return to it at Christmastime. There is so much holiday music to enjoy on Pandora at anytime.    
",Joanna,0,,mis
"This is a great app. I use it often. All the info you would ever need. Very easy to use and navigate. Informative. So cool to see the planets and satellites when in view ... Enjoyable....    
",Joanna,0,,mis
"Great workout when you're short on time. Easy to do when traveling    
",Joanna,0,,mis
"The plotter page is wonderfully intuitive with easy taptoplace waypoints and very professional speed, BRG, dist next windows. You can input your boat's specs to anticipate leglength and fuel consumption.     
",Joanna,0,,mis
"Very helpful and up to date thank you very much for your outstanding help    
",Joanna,0,,mis
"As long as you know how to get music to Dropbox then this is a great app    
",Joanna,0,,mis
"Easy to use and navigate    
",Joanna,0,,mis
